,origem,destino,distance,STEPS_Status.FULL_JUMP,STEPS_Status.SINGLE_JUMP,STEPS_Status.SEQUENTIAL
7544,969,196,-773,17,213,228
7545,832,269,-563,30,423,438
7546,411,773,362,25,348,363
7547,874,716,-158,55,828,843
7548,2,678,676,44,662,677
7549,353,844,491,34,477,492
7550,270,573,303,23,289,304
7551,965,46,-919,7,67,82
7552,52,699,647,44,633,648
7553,800,482,-318,45,668,683
7554,493,477,-16,63,970,985
7555,388,245,-143,56,843,858
7556,172,691,519,36,505,520
7557,961,930,-31,63,955,970
7558,795,975,180,13,166,181
7559,581,536,-45,63,941,956
7560,344,565,221,17,207,222
7561,968,41,-927,7,59,74
7562,721,647,-74,61,912,927
7563,106,735,629,42,615,630
7564,653,49,-604,27,382,397
7565,105,664,559,39,545,560
7566,207,759,552,36,538,553
7567,32,819,787,52,773,788
7568,406,888,482,32,468,483
7569,854,15,-839,12,147,162
7570,984,970,-14,64,972,987
7571,792,288,-504,32,482,497
7572,391,382,-9,66,977,992
7573,880,510,-370,42,616,631
7574,425,840,415,30,401,416
7575,703,676,-27,64,959,974
7576,71,3,-68,60,918,933
7577,778,305,-473,37,513,528
7578,857,98,-759,17,227,242
7579,989,530,-459,37,527,542
7580,616,988,372,25,358,373
7581,549,879,330,23,316,331
7582,803,295,-508,33,478,493
7583,324,319,-5,65,981,996
7584,282,614,332,23,318,333
7585,711,739,28,4,14,29
7586,537,191,-346,44,640,655
7587,789,636,-153,57,833,848
7588,625,708,83,8,69,84
7589,744,880,136,10,122,137
7590,620,470,-150,55,836,851
7591,383,545,162,12,148,163
7592,166,805,639,44,625,640
7593,827,418,-409,41,577,592
7594,987,927,-60,61,926,941
7595,850,578,-272,47,714,729
7596,718,385,-333,45,653,668
7597,946,971,25,4,11,26
7598,433,451,18,3,4,19
7599,434,454,20,3,6,21
7600,792,948,156,12,142,157
7601,344,615,271,21,257,272
7602,36,648,612,40,598,613
7603,513,907,394,27,380,395
7604,401,706,305,21,291,306
7605,413,725,312,21,298,313
7606,291,104,-187,54,799,814
7607,508,307,-201,54,785,800
7608,42,787,745,49,731,746
7609,256,849,593,39,579,594
7610,85,80,-5,65,981,996
7611,447,572,125,11,111,126
7612,869,880,11,4,5,12
7613,788,194,-594,28,392,407
7614,688,89,-599,27,387,402
7615,910,407,-503,33,483,498
7616,132,328,196,14,182,197
7617,470,653,183,15,169,184
7618,93,37,-56,60,930,945
7619,114,899,785,51,771,786
7620,414,694,280,19,266,281
7621,884,222,-662,23,324,339
7622,2,430,428,29,414,429
7623,962,193,-769,18,217,232
7624,449,638,189,15,175,190
7625,396,835,439,31,425,440
7626,345,720,375,27,361,376
7627,3,909,906,59,892,907
7628,202,551,349,25,335,350
7629,658,237,-421,39,565,580
7630,968,73,-895,9,91,106
7631,200,932,732,48,718,733
7632,397,794,397,28,383,398
7633,942,908,-34,63,952,967
7634,34,0,-34,63,952,967
7635,215,313,98,8,84,99
7636,823,179,-644,24,342,357
7637,10,440,430,30,416,431
7638,99,783,684,45,670,685
7639,131,595,464,30,450,465
7640,991,117,-874,11,112,127
7641,507,310,-197,53,789,804
7642,227,190,-37,63,949,964
7643,721,759,38,5,24,39
7644,80,750,670,45,656,671
7645,975,93,-882,10,104,119
7646,93,745,652,43,638,653
7647,314,177,-137,58,849,864
7648,191,83,-108,58,878,893
7649,881,386,-495,34,491,506
7650,985,947,-38,62,948,963
7651,569,244,-325,45,661,676
7652,524,342,-182,53,804,819
7653,14,219,205,16,191,206
7654,306,121,-185,55,801,816
7655,511,25,-486,34,500,515
7656,202,349,147,12,133,148
7657,526,319,-207,52,779,794
7658,750,881,131,11,117,132
7659,524,526,2,2,2,3
7660,634,511,-123,58,863,878
7661,494,187,-307,46,679,694
7662,925,375,-550,30,436,451
7663,110,850,740,48,726,741
7664,462,550,88,7,74,89
7665,226,875,649,43,635,650
7666,596,771,175,15,161,176
7667,307,926,619,42,605,620
7668,487,463,-24,62,962,977
7669,933,745,-188,53,798,813
7670,449,834,385,26,371,386
7671,226,48,-178,54,808,823
7672,940,995,55,7,41,56
7673,920,407,-513,34,473,488
7674,768,530,-238,50,748,763
7675,952,730,-222,51,764,779
7676,286,885,599,41,585,600
7677,10,478,468,31,454,469
7678,514,189,-325,45,661,676
7679,834,288,-546,31,440,455
7680,154,512,358,25,344,359
7681,263,452,189,15,175,190
7682,792,323,-469,36,517,532
7683,216,797,581,39,567,582
7684,349,202,-147,56,839,854
7685,789,176,-613,27,373,388
7686,409,234,-175,54,811,826
7687,712,919,207,17,193,208
7688,121,34,-87,59,899,914
7689,231,890,659,44,645,660
7690,774,147,-627,26,359,374
7691,346,80,-266,49,720,735
7692,194,210,16,2,2,17
7693,360,80,-280,46,706,721
7694,31,783,752,48,738,753
7695,340,546,206,16,192,207
7696,472,28,-444,37,542,557
7697,628,749,121,10,107,122
7698,340,195,-145,57,841,856
7699,790,596,-194,53,792,807
7700,370,662,292,20,278,293
7701,503,354,-149,56,837,852
7702,65,149,84,7,70,85
7703,624,904,280,19,266,281
7704,562,978,416,27,402,417
7705,850,225,-625,27,361,376
7706,242,570,328,22,314,329
7707,914,190,-724,19,262,277
7708,554,855,301,22,287,302
7709,572,861,289,20,275,290
7710,459,895,436,29,422,437
7711,990,845,-145,57,841,856
7712,868,39,-829,14,157,172
7713,615,884,269,20,255,270
7714,840,750,-90,60,896,911
7715,589,216,-373,42,613,628
7716,505,684,179,14,165,180
7717,942,883,-59,62,927,942
7718,46,414,368,24,354,369
7719,890,5,-885,10,101,116
7720,810,110,-700,21,286,301
7721,239,613,374,26,360,375
7722,905,270,-635,26,351,366
7723,259,926,667,45,653,668
7724,813,45,-768,16,218,233
7725,87,39,-48,61,938,953
7726,653,446,-207,52,779,794
7727,408,611,203,16,189,204
7728,689,686,-3,65,983,998
7729,461,400,-61,62,925,940
7730,185,914,729,48,715,730
7731,888,849,-39,62,947,962
7732,721,365,-356,42,630,645
7733,890,686,-204,52,782,797
7734,980,290,-690,22,296,311
7735,211,697,486,33,472,487
7736,56,563,507,35,493,508
7737,560,121,-439,37,547,562
7738,935,327,-608,26,378,393
7739,341,785,444,30,430,445
7740,473,6,-467,36,519,534
7741,248,524,276,19,262,277
7742,809,383,-426,39,560,575
7743,543,993,450,30,436,451
7744,91,621,530,35,516,531
7745,955,645,-310,45,676,691
7746,822,649,-173,55,813,828
7747,347,162,-185,55,801,816
7748,976,706,-270,48,716,731
7749,368,778,410,28,396,411
7750,489,774,285,21,271,286
7751,363,360,-3,65,983,998
7752,975,901,-74,61,912,927
7753,304,86,-218,52,768,783
7754,116,474,358,25,344,359
7755,99,948,849,55,835,850
7756,212,401,189,15,175,190
7757,572,51,-521,34,465,480
7758,660,21,-639,25,347,362
7759,910,977,67,7,53,68
7760,553,317,-236,50,750,765
7761,771,263,-508,33,478,493
7762,554,699,145,11,131,146
7763,132,720,588,39,574,589
7764,524,393,-131,57,855,870
7765,246,619,373,26,359,374
7766,414,554,140,11,126,141
7767,708,961,253,19,239,254
7768,868,433,-435,38,551,566
7769,923,186,-737,20,249,264
7770,480,65,-415,39,571,586
7771,58,513,455,32,441,456
7772,251,49,-202,53,784,799
7773,313,660,347,25,333,348
7774,238,834,596,39,582,597
7775,177,172,-5,65,981,996
7776,618,234,-384,40,602,617
7777,29,848,819,54,805,820
7778,754,905,151,13,137,152
7779,239,995,756,49,742,757
7780,494,231,-263,48,723,738
7781,916,920,4,2,2,5
7782,803,208,-595,28,391,406
7783,390,48,-342,43,644,659
7784,291,36,-255,49,731,746
7785,30,908,878,58,864,879
7786,373,773,400,26,386,401
7787,717,271,-446,37,540,555
7788,156,155,-1,66,985,1000
7789,733,939,206,16,192,207
7790,682,385,-297,48,689,704
7791,447,375,-72,59,914,929
7792,492,168,-324,44,662,677
7793,40,245,205,16,191,206
7794,821,470,-351,43,635,650
7795,985,69,-916,7,70,85
7796,777,480,-297,48,689,704
7797,316,723,407,29,393,408
7798,434,44,-390,40,596,611
7799,179,973,794,52,780,795
7800,538,45,-493,35,493,508
7801,24,891,867,57,853,868
7802,551,87,-464,35,522,537
7803,870,382,-488,33,498,513
7804,172,40,-132,56,854,869
7805,878,732,-146,56,840,855
7806,142,446,304,20,290,305
7807,929,177,-752,17,234,249
7808,681,234,-447,37,539,554
7809,619,392,-227,51,759,774
7810,121,663,542,37,528,543
7811,378,336,-42,63,944,959
7812,581,269,-312,44,674,689
7813,201,715,514,34,500,515
7814,181,244,63,8,49,64
7815,757,564,-193,54,793,808
7816,650,874,224,15,210,225
7817,911,242,-669,24,317,332
7818,542,500,-42,63,944,959
7819,305,132,-173,55,813,828
7820,352,729,377,26,363,378
7821,400,266,-134,56,852,867
7822,456,205,-251,50,735,750
7823,347,440,93,9,79,94
7824,958,911,-47,62,939,954
7825,321,145,-176,53,810,825
7826,787,581,-206,52,780,795
7827,500,791,291,21,277,292
7828,359,266,-93,60,893,908
7829,586,802,216,15,202,217
7830,617,364,-253,50,733,748
7831,151,459,308,21,294,309
7832,41,145,104,8,90,105
7833,197,583,386,26,372,387
7834,820,41,-779,17,207,222
7835,16,241,225,16,211,226
7836,620,557,-63,61,923,938
7837,838,842,4,2,2,5
7838,41,823,782,52,768,783
7839,436,77,-359,42,627,642
7840,287,886,599,41,585,600
7841,537,861,324,22,310,325
7842,500,296,-204,52,782,797
7843,997,384,-613,27,373,388
7844,992,63,-929,8,57,72
7845,171,920,749,50,735,750
7846,813,423,-390,40,596,611
7847,295,174,-121,59,865,880
7848,873,986,113,9,99,114
7849,587,822,235,18,221,236
7850,777,798,21,4,7,22
7851,964,359,-605,28,381,396
7852,903,547,-356,42,630,645
7853,255,492,237,18,223,238
7854,325,940,615,42,601,616
7855,905,805,-100,58,886,901
7856,606,803,197,15,183,198
7857,703,486,-217,53,769,784
7858,101,39,-62,61,924,939
7859,363,493,130,10,116,131
7860,715,308,-407,39,579,594
7861,12,328,316,22,302,317
7862,694,171,-523,33,463,478
7863,163,396,233,17,219,234
7864,492,851,359,26,345,360
7865,516,855,339,24,325,340
7866,496,860,364,25,350,365
7867,745,957,212,15,198,213
7868,275,596,321,22,307,322
7869,202,767,565,38,551,566
7870,446,433,-13,65,973,988
7871,623,30,-593,29,393,408
7872,251,464,213,16,199,214
7873,982,133,-849,13,137,152
7874,267,950,683,46,669,684
7875,249,35,-214,51,772,787
7876,5,902,897,58,883,898
7877,954,247,-707,21,279,294
7878,401,531,130,10,116,131
7879,726,868,142,12,128,143
7880,214,120,-94,59,892,907
7881,782,452,-330,45,656,671
7882,839,974,135,12,121,136
7883,507,517,10,3,4,11
7884,353,350,-3,65,983,998
7885,761,972,211,16,197,212
7886,842,756,-86,59,900,915
7887,674,3,-671,23,315,330
7888,312,714,402,27,388,403
7889,173,599,426,29,412,427
7890,341,751,410,28,396,411
7891,606,339,-267,49,719,734
7892,403,711,308,21,294,309
7893,452,916,464,30,450,465
7894,70,64,-6,64,980,995
7895,898,120,-778,17,208,223
7896,605,656,51,6,37,52
7897,718,952,234,17,220,235
7898,846,42,-804,14,182,197
7899,964,767,-197,53,789,804
7900,504,433,-71,60,915,930
7901,967,723,-244,49,742,757
7902,179,7,-172,54,814,829
7903,628,688,60,6,46,61
7904,294,623,329,23,315,330
7905,126,941,815,55,801,816
7906,108,524,416,27,402,417
7907,219,206,-13,65,973,988
7908,363,9,-354,43,632,647
7909,961,760,-201,54,785,800
7910,968,386,-582,28,404,419
7911,889,335,-554,31,432,447
7912,501,627,126,11,112,127
7913,76,785,709,47,695,710
7914,773,222,-551,30,435,450
7915,189,444,255,20,241,256
7916,491,458,-33,64,953,968
7917,1,735,734,49,720,735
7918,861,630,-231,50,755,770
7919,508,682,174,14,160,175
7920,834,522,-312,44,674,689
7921,864,590,-274,48,712,727
7922,928,723,-205,53,781,796
7923,656,276,-380,41,606,621
7924,113,441,328,22,314,329
7925,625,57,-568,28,418,433
7926,452,562,110,10,96,111
7927,527,266,-261,49,725,740
7928,821,879,58,6,44,59
7929,831,598,-233,52,753,768
7930,382,674,292,20,278,293
7931,152,693,541,37,527,542
7932,914,545,-369,43,617,632
7933,852,532,-320,44,666,681
7934,524,495,-29,64,957,972
7935,350,783,433,29,419,434
7936,255,507,252,18,238,253
7937,345,72,-273,49,713,728
7938,595,375,-220,51,766,781
7939,204,342,138,11,124,139
7940,705,817,112,8,98,113
7941,137,650,513,34,499,514
7942,646,834,188,14,174,189
7943,427,52,-375,41,611,626
7944,227,910,683,46,669,684
7945,431,483,52,5,38,53
7946,976,964,-12,64,974,989
7947,416,216,-200,51,786,801
7948,778,770,-8,63,978,993
7949,741,150,-591,28,395,410
7950,500,465,-35,63,951,966
7951,708,505,-203,53,783,798
7952,752,984,232,16,218,233
7953,788,322,-466,36,520,535
7954,90,626,536,35,522,537
7955,452,99,-353,44,633,648
7956,829,630,-199,52,787,802
7957,263,997,734,49,720,735
7958,752,779,27,5,13,28
7959,192,82,-110,58,876,891
7960,522,576,54,6,40,55
7961,860,338,-522,33,464,479
7962,927,109,-818,14,168,183
7963,289,566,277,20,263,278
7964,33,626,593,39,579,594
7965,930,766,-164,54,822,837
7966,490,830,340,23,326,341
7967,777,403,-374,41,612,627
7968,557,704,147,12,133,148
7969,393,895,502,34,488,503
7970,197,973,776,50,762,777
7971,896,266,-630,25,356,371
7972,372,874,502,34,488,503
7973,650,703,53,6,39,54
7974,694,114,-580,28,406,421
7975,314,259,-55,61,931,946
7976,848,154,-694,21,292,307
7977,765,206,-559,30,427,442
7978,83,129,46,6,32,47
7979,906,447,-459,37,527,542
7980,659,154,-505,35,481,496
7981,669,228,-441,39,545,560
7982,810,240,-570,30,416,431
7983,554,298,-256,48,730,745
7984,457,446,-11,65,975,990
7985,247,709,462,32,448,463
7986,639,385,-254,49,732,747
7987,159,708,549,37,535,550
7988,944,946,2,2,2,3
7989,186,885,699,47,685,700
7990,716,80,-636,25,350,365
7991,621,524,-97,60,889,904
7992,379,615,236,17,222,237
7993,802,652,-150,55,836,851
7994,766,118,-648,23,338,353
7995,820,54,-766,17,220,235
7996,298,623,325,23,311,326
7997,683,102,-581,29,405,420
7998,527,270,-257,50,729,744
7999,719,274,-445,38,541,556
8000,68,339,271,21,257,272
8001,287,972,685,46,671,686
8002,317,724,407,29,393,408
8003,370,49,-321,46,665,680
8004,332,629,297,21,283,298
8005,987,138,-849,13,137,152
8006,726,67,-659,24,327,342
8007,323,430,107,10,93,108
8008,28,433,405,28,391,406
8009,893,635,-258,49,728,743
8010,676,713,37,5,23,38
8011,811,621,-190,53,796,811
8012,851,135,-716,20,270,285
8013,854,920,66,6,52,67
8014,468,407,-61,62,925,940
8015,892,996,104,8,90,105
8016,107,927,820,53,806,821
8017,811,724,-87,59,899,914
8018,95,761,666,44,652,667
8019,966,899,-67,61,919,934
8020,826,960,134,11,120,135
8021,173,438,265,19,251,266
8022,288,696,408,27,394,409
8023,915,121,-794,16,192,207
8024,509,313,-196,52,790,805
8025,142,37,-105,60,881,896
8026,198,512,314,22,300,315
8027,736,147,-589,29,397,412
8028,125,194,69,7,55,70
8029,851,627,-224,50,762,777
8030,471,560,89,8,75,90
8031,218,697,479,34,465,480
8032,824,130,-694,21,292,307
8033,819,73,-746,19,240,255
8034,253,470,217,16,203,218
8035,486,310,-176,53,810,825
8036,784,119,-665,25,321,336
8037,736,246,-490,35,496,511
8038,974,696,-278,47,708,723
8039,694,486,-208,51,778,793
8040,789,215,-574,29,412,427
8041,532,304,-228,50,758,773
8042,667,556,-111,58,875,890
8043,154,140,-14,64,972,987
8044,337,676,339,24,325,340
8045,379,660,281,20,267,282
8046,438,16,-422,38,564,579
8047,498,309,-189,54,797,812
8048,905,921,16,2,2,17
8049,22,719,697,46,683,698
8050,673,853,180,13,166,181
8051,405,296,-109,59,877,892
8052,328,431,103,10,89,104
8053,379,629,250,18,236,251
8054,559,59,-500,33,486,501
8055,980,924,-56,60,930,945
8056,559,708,149,12,135,150
8057,112,170,58,6,44,59
8058,119,291,172,13,158,173
8059,342,846,504,33,490,505
8060,464,360,-104,57,882,897
8061,891,212,-679,22,307,322
8062,657,10,-647,24,339,354
8063,347,827,480,31,466,481
8064,185,400,215,17,201,216
8065,982,33,-949,6,37,52
8066,320,997,677,45,663,678
8067,560,131,-429,39,557,572
8068,742,422,-320,44,666,681
8069,956,174,-782,16,204,219
8070,112,438,326,23,312,327
8071,271,914,643,43,629,644
8072,710,344,-366,42,620,635
8073,807,655,-152,54,834,849
8074,372,908,536,35,522,537
8075,483,685,202,15,188,203
8076,304,290,-14,64,972,987
8077,572,507,-65,62,921,936
8078,560,449,-111,58,875,890
8079,837,44,-793,17,193,208
8080,303,469,166,13,152,167
8081,577,590,13,4,7,14
8082,262,513,251,19,237,252
8083,718,949,231,18,217,232
8084,586,549,-37,63,949,964
8085,475,482,7,4,5,8
8086,728,747,19,4,5,20
8087,958,29,-929,8,57,72
8088,635,155,-480,34,506,521
8089,72,274,202,15,188,203
8090,278,401,123,11,109,124
8091,238,121,-117,58,869,884
8092,263,515,252,18,238,253
8093,20,481,461,32,447,462
8094,442,335,-107,59,879,894
8095,432,587,155,13,141,156
8096,347,284,-63,61,923,938
8097,110,88,-22,63,964,979
8098,649,823,174,14,160,175
8099,116,445,329,23,315,330
8100,527,549,22,4,8,23
8101,246,539,293,21,279,294
8102,246,203,-43,63,943,958
8103,871,206,-665,25,321,336
8104,233,149,-84,59,902,917
8105,628,815,187,15,173,188
8106,687,798,111,11,97,112
8107,519,628,109,10,95,110
8108,23,331,308,21,294,309
8109,625,30,-595,28,391,406
8110,46,225,179,14,165,180
8111,105,934,829,55,815,830
8112,600,402,-198,52,788,803
8113,926,851,-75,61,911,926
8114,532,602,70,7,56,71
8115,411,385,-26,64,960,975
8116,589,718,129,10,115,130
8117,331,468,137,11,123,138
8118,541,437,-104,57,882,897
8119,493,763,270,20,256,271
8120,391,649,258,18,244,259
8121,70,788,718,48,704,719
8122,582,515,-67,61,919,934
8123,385,294,-91,60,895,910
8124,558,436,-122,58,864,879
8125,240,363,123,11,109,124
8126,878,2,-876,10,110,125
8127,419,630,211,16,197,212
8128,90,653,563,38,549,564
8129,805,730,-75,61,911,926
8130,1,89,88,7,74,89
8131,852,887,35,5,21,36
8132,246,658,412,28,398,413
8133,425,694,269,20,255,270
8134,280,486,206,16,192,207
8135,732,793,61,7,47,62
8136,153,131,-22,63,964,979
8137,597,99,-498,34,488,503
8138,970,408,-562,30,424,439
8139,977,142,-835,13,151,166
8140,528,500,-28,63,958,973
8141,897,909,12,3,6,13
8142,506,565,59,7,45,60
8143,71,163,92,8,78,93
8144,154,611,457,31,443,458
8145,981,286,-695,21,291,306
8146,978,371,-607,27,379,394
8147,553,465,-88,58,898,913
8148,863,629,-234,51,752,767
8149,903,244,-659,24,327,342
8150,418,768,350,25,336,351
8151,383,236,-147,56,839,854
8152,75,389,314,22,300,315
8153,156,662,506,34,492,507
8154,214,385,171,14,157,172
8155,623,601,-22,63,964,979
8156,806,350,-456,35,530,545
8157,378,165,-213,52,773,788
8158,632,853,221,17,207,222
8159,396,365,-31,63,955,970
8160,692,868,176,12,162,177
8161,865,554,-311,45,675,690
8162,989,64,-925,8,61,76
8163,829,530,-299,47,687,702
8164,423,781,358,25,344,359
8165,157,357,200,14,186,201
8166,712,246,-466,36,520,535
8167,355,813,458,31,444,459
8168,311,651,340,23,326,341
8169,131,445,314,22,300,315
8170,985,587,-398,40,588,603
8171,689,216,-473,37,513,528
8172,988,276,-712,19,274,289
8173,514,110,-404,39,582,597
8174,22,798,776,50,762,777
8175,887,248,-639,25,347,362
8176,747,333,-414,39,572,587
8177,355,439,84,7,70,85
8178,806,888,82,7,68,83
8179,669,428,-241,51,745,760
8180,735,979,244,17,230,245
8181,707,126,-581,29,405,420
8182,877,208,-669,24,317,332
8183,712,543,-169,56,817,832
8184,558,257,-301,47,685,700
8185,922,768,-154,56,832,847
8186,253,437,184,13,170,185
8187,919,946,27,5,13,28
8188,325,560,235,18,221,236
8189,459,333,-126,57,860,875
8190,557,615,58,6,44,59
8191,935,82,-853,12,133,148
8192,740,803,63,8,49,64
8193,702,924,222,17,208,223
8194,419,621,202,15,188,203
8195,757,149,-608,26,378,393
8196,857,833,-24,62,962,977
8197,576,800,224,15,210,225
8198,63,378,315,23,301,316
8199,494,931,437,30,423,438
8200,346,334,-12,64,974,989
8201,243,645,402,27,388,403
8202,5,300,295,22,281,296
8203,42,313,271,21,257,272
8204,830,437,-393,42,593,608
8205,408,580,172,13,158,173
8206,225,810,585,39,571,586
8207,526,82,-444,37,542,557
8208,973,8,-965,5,21,36
8209,818,409,-409,41,577,592
8210,729,843,114,9,100,115
8211,857,472,-385,42,601,616
8212,976,507,-469,36,517,532
8213,980,749,-231,50,755,770
8214,118,136,18,3,4,19
8215,611,227,-384,40,602,617
8216,532,143,-389,41,597,612
8217,419,453,34,4,20,35
8218,51,811,760,49,746,761
8219,43,427,384,25,370,385
8220,986,781,-205,53,781,796
8221,575,109,-466,36,520,535
8222,828,652,-176,53,810,825
8223,627,171,-456,35,530,545
8224,407,356,-51,62,935,950
8225,370,717,347,25,333,348
8226,463,48,-415,39,571,586
8227,369,277,-92,59,894,909
8228,571,836,265,19,251,266
8229,127,187,60,6,46,61
8230,61,500,439,31,425,440
8231,317,458,141,12,127,142
8232,863,509,-354,43,632,647
8233,791,101,-690,22,296,311
8234,138,905,767,52,753,768
8235,278,838,560,36,546,561
8236,247,832,585,39,571,586
8237,710,566,-144,55,842,857
8238,511,344,-167,54,819,834
8239,396,24,-372,41,614,629
8240,724,180,-544,30,442,457
8241,699,262,-437,38,549,564
8242,538,651,113,9,99,114
8243,5,428,423,30,409,424
8244,292,602,310,22,296,311
8245,136,523,387,27,373,388
8246,865,304,-561,31,425,440
8247,651,202,-449,38,537,552
8248,489,786,297,21,283,298
8249,896,474,-422,38,564,579
8250,882,576,-306,46,680,695
8251,812,17,-795,16,191,206
8252,312,833,521,35,507,522
8253,695,459,-236,50,750,765
8254,843,459,-384,40,602,617
8255,265,39,-226,51,760,775
8256,943,644,-299,47,687,702
8257,377,276,-101,59,885,900
8258,891,419,-472,34,514,529
8259,231,885,654,44,640,655
8260,988,223,-765,18,221,236
8261,680,843,163,13,149,164
8262,162,535,373,26,359,374
8263,940,481,-459,37,527,542
8264,141,581,440,29,426,441
8265,849,780,-69,61,917,932
8266,715,360,-355,43,631,646
8267,402,503,101,9,87,102
8268,449,72,-377,43,609,624
8269,842,74,-768,16,218,233
8270,288,931,643,43,629,644
8271,451,362,-89,61,897,912
8272,640,480,-160,54,826,841
8273,93,552,459,32,445,460
8274,755,705,-50,62,936,951
8275,410,938,528,34,514,529
8276,167,716,549,37,535,550
8277,320,726,406,28,392,407
8278,702,487,-215,51,771,786
8279,691,738,47,7,33,48
8280,498,727,229,17,215,230
8281,542,54,-488,33,498,513
8282,157,30,-127,57,859,874
8283,172,391,219,17,205,220
8284,417,373,-44,62,942,957
8285,285,566,281,20,267,282
8286,732,135,-597,28,389,404
8287,114,388,274,19,260,275
8288,948,193,-755,18,231,246
8289,393,473,80,6,66,81
8290,765,454,-311,45,675,690
8291,571,125,-446,37,540,555
8292,958,61,-897,10,89,104
8293,386,42,-344,42,642,657
8294,278,487,209,15,195,210
8295,88,519,431,31,417,432
8296,969,985,16,2,2,17
8297,158,111,-47,62,939,954
8298,308,91,-217,53,769,784
8299,74,686,612,40,598,613
8300,818,291,-527,32,459,474
8301,899,63,-836,12,150,165
8302,291,834,543,38,529,544
8303,684,528,-156,55,830,845
8304,335,431,96,7,82,97
8305,539,101,-438,37,548,563
8306,424,237,-187,54,799,814
8307,836,860,24,3,10,25
8308,104,497,393,27,379,394
8309,144,958,814,54,800,815
8310,86,696,610,40,596,611
8311,229,279,50,5,36,51
8312,272,436,164,12,150,165
8313,866,555,-311,45,675,690
8314,78,711,633,42,619,634
8315,690,809,119,11,105,120
8316,677,594,-83,60,903,918
8317,5,927,922,60,908,923
8318,464,168,-296,45,690,705
8319,933,874,-59,62,927,942
8320,489,458,-31,63,955,970
8321,625,755,130,10,116,131
8322,975,543,-432,37,554,569
8323,213,410,197,15,183,198
8324,691,517,-174,54,812,827
8325,5,395,390,27,376,391
8326,448,328,-120,56,866,881
8327,378,924,546,36,532,547
8328,329,790,461,32,447,462
8329,137,634,497,33,483,498
8330,583,262,-321,46,665,680
8331,959,566,-393,42,593,608
8332,257,859,602,40,588,603
8333,593,63,-530,32,456,471
8334,584,277,-307,46,679,694
8335,178,264,86,8,72,87
8336,114,500,386,26,372,387
8337,612,812,200,14,186,201
8338,639,46,-593,29,393,408
8339,299,440,141,12,127,142
8340,973,995,22,4,8,23
8341,247,49,-198,52,788,803
8342,99,142,43,6,29,44
8343,229,476,247,19,233,248
8344,85,12,-73,62,913,928
8345,275,735,460,31,446,461
8346,82,520,438,30,424,439
8347,790,958,168,12,154,169
8348,913,120,-793,17,193,208
8349,918,421,-497,35,489,504
8350,644,16,-628,25,358,373
8351,135,58,-77,61,909,924
8352,12,261,249,18,235,250
8353,590,288,-302,46,684,699
8354,699,417,-282,48,704,719
8355,789,473,-316,45,670,685
8356,73,815,742,49,728,743
8357,473,124,-349,44,637,652
8358,945,891,-54,61,932,947
8359,323,593,270,20,256,271
8360,761,163,-598,27,388,403
8361,448,324,-124,57,862,877
8362,850,63,-787,16,199,214
8363,237,969,732,48,718,733
8364,507,622,115,10,101,116
8365,712,88,-624,25,362,377
8366,703,518,-185,55,801,816
8367,347,932,585,39,571,586
8368,895,713,-182,53,804,819
8369,463,91,-372,41,614,629
8370,617,363,-254,49,732,747
8371,520,597,77,8,63,78
8372,876,358,-518,32,468,483
8373,634,938,304,20,290,305
8374,204,908,704,45,690,705
8375,322,771,449,30,435,450
8376,501,957,456,30,442,457
8377,292,574,282,20,268,283
8378,177,376,199,16,185,200
8379,909,179,-730,20,256,271
8380,367,223,-144,55,842,857
8381,785,595,-190,53,796,811
8382,924,651,-273,49,713,728
8383,923,325,-598,27,388,403
8384,16,21,5,3,3,6
8385,758,357,-401,41,585,600
8386,405,346,-59,62,927,942
8387,301,225,-76,60,910,925
8388,193,223,30,5,16,31
8389,578,753,175,15,161,176
8390,591,982,391,28,377,392
8391,809,977,168,12,154,169
8392,588,988,400,26,386,401
8393,574,859,285,21,271,286
8394,965,949,-16,63,970,985
8395,540,106,-434,38,552,567
8396,914,266,-648,23,338,353
8397,351,623,272,18,258,273
8398,215,177,-38,62,948,963
8399,113,435,322,22,308,323
8400,962,774,-188,53,798,813
8401,532,75,-457,38,529,544
8402,107,636,529,35,515,530
8403,738,72,-666,24,320,335
8404,649,48,-601,29,385,400
8405,6,896,890,58,876,891
8406,498,116,-382,41,604,619
8407,440,236,-204,52,782,797
8408,177,123,-54,61,932,947
8409,771,913,142,12,128,143
8410,925,85,-840,11,146,161
8411,378,516,138,11,124,139
8412,220,431,211,16,197,212
8413,406,479,73,7,59,74
8414,996,44,-952,4,34,49
8415,787,63,-724,19,262,277
8416,755,948,193,14,179,194
8417,839,407,-432,37,554,569
8418,488,372,-116,57,870,885
8419,335,164,-171,55,815,830
8420,441,613,172,13,158,173
8421,457,116,-341,44,645,660
8422,79,843,764,50,750,765
8423,337,126,-211,52,775,790
8424,381,444,63,8,49,64
8425,503,548,45,6,31,46
8426,679,41,-638,25,348,363
8427,684,284,-400,39,586,601
8428,692,520,-172,54,814,829
8429,549,153,-396,40,590,605
8430,64,366,302,22,288,303
8431,367,780,413,29,399,414
8432,496,622,126,11,112,127
8433,6,186,180,13,166,181
8434,822,698,-124,57,862,877
8435,873,136,-737,20,249,264
8436,671,422,-249,51,737,752
8437,849,870,21,4,7,22
8438,801,381,-420,38,566,581
8439,416,177,-239,50,747,762
8440,754,926,172,13,158,173
