,origem,destino,distance,STEPS_Status.FULL_JUMP,STEPS_Status.SINGLE_JUMP,STEPS_Status.SEQUENTIAL
2218,191,332,141,12,127,142
2219,122,71,-51,62,935,950
2220,562,931,369,25,355,370
2221,780,518,-262,48,724,739
2222,424,486,62,7,48,63
2223,972,777,-195,53,791,806
2224,34,533,499,34,485,500
2225,4,287,283,21,269,284
2226,521,32,-489,36,497,512
2227,481,119,-362,43,624,639
2228,743,994,251,19,237,252
2229,276,729,453,31,439,454
2230,821,390,-431,38,555,570
2231,111,388,277,20,263,278
2232,59,750,691,46,677,692
2233,998,121,-877,11,109,124
2234,227,870,643,43,629,644
2235,369,143,-226,51,760,775
2236,740,239,-501,34,485,500
2237,53,754,701,47,687,702
2238,59,655,596,39,582,597
2239,979,578,-401,41,585,600
2240,339,897,558,38,544,559
2241,154,994,840,54,826,841
2242,601,457,-144,55,842,857
2243,945,531,-414,39,572,587
2244,404,371,-33,64,953,968
2245,379,760,381,27,367,382
2246,433,848,415,30,401,416
2247,237,986,749,50,735,750
2248,876,753,-123,58,863,878
2249,18,211,193,14,179,194
2250,482,106,-376,40,610,625
2251,399,837,438,30,424,439
2252,595,752,157,13,143,158
2253,734,324,-410,40,576,591
2254,385,90,-295,46,691,706
2255,773,401,-372,41,614,629
2256,196,914,718,48,704,719
2257,686,755,69,7,55,70
2258,944,641,-303,46,683,698
2259,41,220,179,14,165,180
2260,699,114,-585,30,401,416
2261,550,103,-447,37,539,554
2262,158,154,-4,64,982,997
2263,297,371,74,7,60,75
2264,281,817,536,35,522,537
2265,698,10,-688,21,298,313
2266,425,572,147,12,133,148
2267,954,301,-653,25,333,348
2268,278,251,-27,64,959,974
2269,632,840,208,14,194,209
2270,529,502,-27,64,959,974
2271,416,724,308,21,294,309
2272,206,318,112,8,98,113
2273,687,569,-118,57,868,883
2274,479,829,350,25,336,351
2275,977,566,-411,40,575,590
2276,176,536,360,24,346,361
2277,925,615,-310,45,676,691
2278,106,669,563,38,549,564
2279,822,237,-585,30,401,416
2280,321,594,273,19,259,274
2281,398,571,173,14,159,174
2282,837,846,9,3,3,10
2283,73,603,530,35,516,531
2284,513,418,-95,59,891,906
2285,873,771,-102,58,884,899
2286,686,114,-572,29,414,429
2287,693,492,-201,54,785,800
2288,720,144,-576,28,410,425
2289,16,755,739,49,725,740
2290,559,776,217,16,203,218
2291,819,840,21,4,7,22
2292,516,932,416,27,402,417
2293,5,361,356,24,342,357
2294,984,14,-970,5,16,31
2295,916,627,-289,48,697,712
2296,169,612,443,31,429,444
2297,131,940,809,53,795,810
2298,567,422,-145,57,841,856
2299,233,587,354,24,340,355
2300,102,331,229,17,215,230
2301,506,406,-100,58,886,901
2302,701,178,-523,33,463,478
2303,113,34,-79,60,907,922
2304,668,3,-665,25,321,336
2305,295,980,685,46,671,686
2306,451,333,-118,57,868,883
2307,676,753,77,8,63,78
2308,798,792,-6,64,980,995
2309,688,397,-291,47,695,710
2310,601,358,-243,50,743,758
2311,55,445,390,27,376,391
2312,993,858,-135,56,851,866
2313,204,760,556,37,542,557
2314,678,973,295,22,281,296
2315,977,347,-630,25,356,371
2316,967,434,-533,32,453,468
2317,475,776,301,22,287,302
2318,733,174,-559,30,427,442
2319,39,619,580,38,566,581
2320,656,594,-62,61,924,939
2321,555,673,118,10,104,119
2322,390,888,498,33,484,499
2323,665,646,-19,64,967,982
2324,942,134,-808,13,178,193
2325,192,565,373,26,359,374
2326,88,644,556,37,542,557
2327,10,112,102,9,88,103
2328,838,995,157,13,143,158
2329,318,145,-173,55,813,828
2330,62,551,489,33,475,490
2331,733,475,-258,49,728,743
2332,983,215,-768,16,218,233
2333,300,8,-292,46,694,709
2334,738,171,-567,29,419,434
2335,689,801,112,8,98,113
2336,641,610,-31,63,955,970
2337,180,215,35,5,21,36
2338,866,794,-72,59,914,929
2339,675,744,69,7,55,70
2340,891,367,-524,32,462,477
2341,892,490,-402,40,584,599
2342,332,528,196,14,182,197
2343,103,58,-45,63,941,956
2344,239,543,304,20,290,305
2345,178,729,551,38,537,552
2346,144,880,736,47,722,737
2347,277,138,-139,57,847,862
2348,476,231,-245,50,741,756
2349,779,279,-500,33,486,501
2350,564,140,-424,37,562,577
2351,391,564,173,14,159,174
2352,111,12,-99,59,887,902
2353,770,784,14,4,8,15
2354,915,600,-315,46,671,686
2355,202,677,475,33,461,476
2356,830,650,-180,53,806,821
2357,602,414,-188,53,798,813
2358,844,306,-538,32,448,463
2359,271,740,469,32,455,470
2360,922,246,-676,22,310,325
2361,280,844,564,37,550,565
2362,150,139,-11,65,975,990
2363,99,307,208,14,194,209
2364,477,610,133,11,119,134
2365,101,448,347,25,333,348
2366,136,777,641,42,627,642
2367,638,192,-446,37,540,555
2368,622,361,-261,49,725,740
2369,893,867,-26,64,960,975
2370,99,137,38,5,24,39
2371,368,56,-312,44,674,689
2372,429,679,250,18,236,251
2373,905,248,-657,25,329,344
2374,652,841,189,15,175,190
2375,312,972,660,43,646,661
2376,712,839,127,12,113,128
2377,240,883,643,43,629,644
2378,177,946,769,50,755,770
2379,475,870,395,28,381,396
2380,9,400,391,28,377,392
2381,790,109,-681,24,305,320
2382,216,887,671,46,657,672
2383,785,156,-629,26,357,372
2384,410,857,447,32,433,448
2385,777,895,118,10,104,119
2386,796,972,176,12,162,177
2387,249,200,-49,63,937,952
2388,460,72,-388,40,598,613
2389,2,429,427,30,413,428
2390,518,608,90,8,76,91
2391,373,907,534,36,520,535
2392,797,889,92,8,78,93
2393,444,39,-405,40,581,596
2394,558,135,-423,38,563,578
2395,717,247,-470,35,516,531
2396,198,563,365,26,351,366
2397,652,977,325,23,311,326
2398,490,706,216,15,202,217
2399,138,151,13,4,7,14
2400,418,184,-234,51,752,767
2401,828,389,-439,37,547,562
2402,85,319,234,17,220,235
2403,393,798,405,28,391,406
2404,307,437,130,10,116,131
2405,820,11,-809,16,177,192
2406,69,432,363,26,349,364
2407,686,428,-258,49,728,743
2408,435,144,-291,47,695,710
2409,866,793,-73,62,913,928
2410,272,641,369,25,355,370
2411,570,175,-395,41,591,606
2412,61,84,23,5,9,24
2413,588,967,379,27,365,380
2414,828,358,-470,35,516,531
2415,379,682,303,23,289,304
2416,888,641,-247,49,739,754
2417,880,16,-864,10,122,137
2418,262,938,676,44,662,677
2419,490,145,-345,45,641,656
2420,800,488,-312,44,674,689
2421,142,154,12,3,6,13
2422,433,608,175,15,161,176
2423,808,710,-98,59,888,903
2424,593,392,-201,54,785,800
2425,58,541,483,33,469,484
2426,49,420,371,26,357,372
2427,69,641,572,38,558,573
2428,25,486,461,32,447,462
2429,157,393,236,17,222,237
2430,641,750,109,10,95,110
2431,915,587,-328,43,658,673
2432,907,108,-799,15,187,202
2433,356,388,32,3,18,33
2434,828,344,-484,34,502,517
2435,730,213,-517,33,469,484
2436,867,690,-177,55,809,824
2437,136,809,673,44,659,674
2438,429,486,57,6,43,58
2439,138,281,143,13,129,144
2440,504,650,146,11,132,147
2441,804,222,-582,28,404,419
2442,117,855,738,48,724,739
2443,863,500,-363,43,623,638
2444,282,947,665,44,651,666
2445,817,336,-481,36,505,520
2446,374,29,-345,45,641,656
2447,931,417,-514,33,472,487
2448,927,558,-369,43,617,632
2449,541,921,380,26,366,381
2450,255,723,468,31,454,469
2451,725,601,-124,57,862,877
2452,77,896,819,54,805,820
2453,309,609,300,21,286,301
2454,949,299,-650,25,336,351
2455,226,439,213,16,199,214
2456,325,743,418,28,404,419
2457,452,36,-416,38,570,585
2458,338,631,293,21,279,294
2459,525,51,-474,36,512,527
2460,901,208,-693,22,293,308
2461,361,676,315,23,301,316
2462,330,486,156,12,142,157
2463,188,86,-102,58,884,899
2464,313,81,-232,49,754,769
2465,183,997,814,54,800,815
2466,151,398,247,19,233,248
2467,190,83,-107,59,879,894
2468,100,745,645,43,631,646
2469,51,233,182,14,168,183
2470,829,812,-17,65,969,984
2471,233,884,651,44,637,652
2472,690,943,253,19,239,254
2473,653,715,62,7,48,63
2474,901,65,-836,12,150,165
2475,122,708,586,39,572,587
2476,99,964,865,56,851,866
2477,319,633,314,22,300,315
2478,55,1,-54,61,932,947
2479,257,194,-63,61,923,938
2480,642,283,-359,42,627,642
2481,939,360,-579,29,407,422
2482,407,669,262,19,248,263
2483,561,277,-284,47,702,717
2484,995,718,-277,48,709,724
2485,18,531,513,34,499,514
2486,665,993,328,22,314,329
2487,299,205,-94,59,892,907
2488,822,875,53,6,39,54
2489,487,804,317,23,303,318
2490,875,326,-549,31,437,452
2491,81,423,342,24,328,343
2492,853,523,-330,45,656,671
2493,243,602,359,26,345,360
2494,185,226,41,5,27,42
2495,233,573,340,23,326,341
2496,528,848,320,21,306,321
2497,765,160,-605,28,381,396
2498,928,922,-6,64,980,995
2499,815,433,-382,41,604,619
2500,617,47,-570,30,416,431
2501,756,561,-195,53,791,806
2502,545,125,-420,38,566,581
2503,355,575,220,16,206,221
2504,125,830,705,46,691,706
2505,175,728,553,37,539,554
2506,171,546,375,27,361,376
2507,988,699,-289,48,697,712
2508,991,387,-604,27,382,397
2509,400,542,142,12,128,143
2510,439,285,-154,56,832,847
2511,298,802,504,33,490,505
2512,865,194,-671,23,315,330
2513,57,33,-24,62,962,977
2514,389,770,381,27,367,382
2515,215,785,570,38,556,571
2516,196,225,29,5,15,30
2517,306,259,-47,62,939,954
2518,696,1,-695,21,291,306
2519,162,708,546,36,532,547
2520,73,93,20,3,6,21
2521,74,425,351,26,337,352
2522,288,426,138,11,124,139
2523,969,181,-788,15,198,213
2524,203,319,116,9,102,117
2525,82,419,337,23,323,338
2526,259,426,167,14,153,168
2527,262,23,-239,50,747,762
2528,824,373,-451,37,535,550
2529,228,983,755,50,741,756
2530,345,812,467,32,453,468
2531,41,820,779,52,765,780
2532,599,999,400,26,386,401
2533,458,75,-383,41,603,618
2534,59,962,903,60,889,904
2535,871,88,-783,16,203,218
2536,449,322,-127,57,859,874
2537,261,726,465,31,451,466
2538,873,763,-110,58,876,891
2539,865,754,-111,58,875,890
2540,310,808,498,33,484,499
2541,612,195,-417,40,569,584
2542,848,207,-641,26,345,360
2543,891,124,-767,17,219,234
2544,197,412,215,17,201,216
2545,90,638,548,36,534,549
2546,76,766,690,45,676,691
2547,933,310,-623,26,363,378
2548,590,547,-43,63,943,958
2549,843,924,81,7,67,82
2550,715,648,-67,61,919,934
2551,530,195,-335,44,651,666
2552,972,839,-133,57,853,868
2553,639,866,227,17,213,228
2554,75,230,155,13,141,156
2555,170,289,119,11,105,120
2556,980,453,-527,32,459,474
2557,366,251,-115,58,871,886
2558,723,904,181,14,167,182
2559,769,699,-70,60,916,931
2560,433,217,-216,50,770,785
2561,597,414,-183,53,803,818
2562,672,463,-209,53,777,792
2563,787,356,-431,38,555,570
2564,188,200,12,3,6,13
2565,831,807,-24,62,962,977
2566,589,549,-40,61,946,961
2567,622,720,98,8,84,99
2568,564,608,44,5,30,45
2569,167,484,317,23,303,318
2570,986,156,-830,13,156,171
2571,247,901,654,44,640,655
2572,765,374,-391,40,595,610
2573,748,674,-74,61,912,927
2574,826,156,-670,23,316,331
2575,107,471,364,25,350,365
2576,52,60,8,2,2,9
2577,4,20,16,2,2,17
2578,418,197,-221,52,765,780
2579,736,655,-81,61,905,920
2580,147,526,379,27,365,380
2581,438,454,16,2,2,17
2582,333,589,256,17,242,257
2583,471,780,309,22,295,310
2584,886,275,-611,27,375,390
2585,450,932,482,32,468,483
2586,795,382,-413,40,573,588
2587,900,724,-176,53,810,825
2588,874,306,-568,28,418,433
2589,370,248,-122,58,864,879
2590,397,449,52,5,38,53
2591,641,863,222,17,208,223
2592,456,153,-303,46,683,698
2593,98,948,850,55,836,851
2594,888,35,-853,12,133,148
2595,592,248,-344,42,642,657
2596,185,801,616,40,602,617
2597,856,409,-447,37,539,554
2598,991,380,-611,27,375,390
2599,278,581,303,23,289,304
2600,417,734,317,23,303,318
2601,68,262,194,14,180,195
2602,841,337,-504,32,482,497
2603,372,615,243,18,229,244
2604,944,463,-481,36,505,520
2605,208,281,73,7,59,74
2606,414,557,143,13,129,144
2607,950,84,-866,11,120,135
2608,707,245,-462,36,524,539
2609,993,794,-199,52,787,802
2610,805,821,16,2,2,17
2611,34,875,841,55,827,842
2612,234,348,114,9,100,115
2613,422,315,-107,59,879,894
2614,427,768,341,24,327,342
2615,230,714,484,32,470,485
2616,398,389,-9,66,977,992
2617,677,686,9,3,3,10
2618,41,53,12,3,6,13
2619,397,684,287,22,273,288
2620,965,678,-287,47,699,714
2621,566,646,80,6,66,81
2622,717,617,-100,58,886,901
2623,35,414,379,27,365,380
2624,481,114,-367,42,619,634
2625,810,70,-740,18,246,261
2626,856,11,-845,13,141,156
2627,594,620,26,4,12,27
2628,351,102,-249,51,737,752
2629,907,363,-544,30,442,457
2630,137,296,159,14,145,160
2631,786,181,-605,28,381,396
2632,302,267,-35,63,951,966
2633,637,583,-54,61,932,947
2634,825,574,-251,50,735,750
2635,855,374,-481,36,505,520
2636,271,79,-192,52,794,809
2637,848,227,-621,27,365,380
2638,266,288,22,4,8,23
2639,205,911,706,46,692,707
2640,6,264,258,18,244,259
2641,544,409,-135,56,851,866
2642,63,467,404,27,390,405
2643,700,809,109,10,95,110
2644,176,503,327,24,313,328
2645,703,97,-606,27,380,395
2646,175,712,537,36,523,538
2647,384,365,-19,64,967,982
2648,399,108,-291,47,695,710
2649,179,263,84,7,70,85
2650,288,930,642,42,628,643
2651,959,64,-895,9,91,106
2652,323,881,558,38,544,559
2653,657,851,194,14,180,195
2654,543,240,-303,46,683,698
2655,848,905,57,6,43,58
2656,940,730,-210,52,776,791
2657,105,538,433,29,419,434
2658,506,610,104,8,90,105
2659,422,921,499,34,485,500
2660,209,628,419,29,405,420
2661,589,88,-501,34,485,500
2662,867,102,-765,18,221,236
2663,942,799,-143,56,843,858
2664,659,368,-291,47,695,710
2665,809,167,-642,25,344,359
2666,754,853,99,9,85,100
2667,41,399,358,25,344,359
2668,142,842,700,46,686,701
2669,795,115,-680,21,306,321
2670,64,772,708,46,694,709
2671,422,483,61,7,47,62
2672,564,3,-561,31,425,440
2673,962,148,-814,14,172,187
2674,491,622,131,11,117,132
2675,362,993,631,43,617,632
2676,268,839,571,39,557,572
2677,226,786,560,36,546,561
2678,349,858,509,35,495,510
2679,951,418,-533,32,453,468
2680,399,185,-214,51,772,787
2681,858,925,67,7,53,68
2682,58,400,342,24,328,343
2683,43,666,623,43,609,624
2684,441,313,-128,56,858,873
2685,69,377,308,21,294,309
2686,428,250,-178,54,808,823
2687,526,162,-364,42,622,637
2688,792,994,202,15,188,203
2689,33,532,499,34,485,500
2690,105,331,226,16,212,227
2691,256,208,-48,61,938,953
2692,990,524,-466,36,520,535
2693,951,592,-359,42,627,642
2694,415,789,374,26,360,375
2695,795,689,-106,59,880,895
2696,10,927,917,60,903,918
2697,265,962,697,46,683,698
2698,560,743,183,15,169,184
2699,346,61,-285,48,701,716
2700,992,722,-270,48,716,731
2701,431,850,419,29,405,420
2702,10,787,777,51,763,778
2703,761,271,-490,35,496,511
2704,530,188,-342,43,644,659
2705,173,488,315,23,301,316
2706,120,269,149,12,135,150
2707,211,654,443,31,429,444
2708,24,47,23,5,9,24
2709,363,16,-347,44,639,654
2710,617,220,-397,41,589,604
2711,847,199,-648,23,338,353
2712,830,960,130,10,116,131
2713,55,981,926,61,912,927
2714,390,171,-219,52,767,782
2715,590,438,-152,54,834,849
2716,638,629,-9,66,977,992
2717,274,191,-83,60,903,918
2718,26,427,401,27,387,402
2719,156,932,776,50,762,777
2720,425,948,523,36,509,524
2721,496,321,-175,54,811,826
2722,0,580,580,38,566,581
2723,815,345,-470,35,516,531
2724,705,336,-369,43,617,632
2725,626,845,219,17,205,220
2726,379,822,443,31,429,444
2727,259,410,151,13,137,152
2728,191,388,197,15,183,198
2729,687,247,-440,36,546,561
2730,170,80,-90,60,896,911
2731,455,192,-263,48,723,738
2732,835,217,-618,27,368,383
2733,160,845,685,46,671,686
2734,219,292,73,7,59,74
2735,598,52,-546,31,440,455
2736,915,906,-9,66,977,992
2737,814,698,-116,57,870,885
2738,275,569,294,21,280,295
2739,273,820,547,37,533,548
2740,884,370,-514,33,472,487
2741,220,641,421,29,407,422
2742,662,14,-648,23,338,353
2743,978,479,-499,34,487,502
2744,710,204,-506,34,480,495
2745,31,653,622,42,608,623
2746,388,481,93,9,79,94
2747,867,870,3,3,3,4
2748,971,497,-474,36,512,527
2749,236,596,360,24,346,361
2750,885,935,50,5,36,51
2751,938,811,-127,57,859,874
2752,552,458,-94,59,892,907
2753,404,551,147,12,133,148
2754,755,138,-617,28,369,384
2755,458,728,270,20,256,271
2756,807,244,-563,30,423,438
2757,932,366,-566,29,420,435
2758,852,541,-311,45,675,690
2759,842,562,-280,46,706,721
2760,230,128,-102,58,884,899
2761,211,212,1,2,2,2
2762,124,189,65,6,51,66
2763,711,427,-284,47,702,717
2764,865,244,-621,27,365,380
2765,377,476,99,9,85,100
2766,885,556,-329,46,657,672
2767,892,194,-698,22,288,303
2768,191,591,400,26,386,401
2769,550,520,-30,63,956,971
2770,579,599,20,3,6,21
2771,352,917,565,38,551,566
2772,885,818,-67,61,919,934
2773,287,89,-198,52,788,803
2774,507,758,251,19,237,252
2775,179,950,771,51,757,772
2776,823,195,-628,25,358,373
2777,904,190,-714,21,272,287
2778,588,261,-327,44,659,674
2779,215,92,-123,58,863,878
2780,167,822,655,45,641,656
2781,960,674,-286,47,700,715
2782,81,751,670,45,656,671
2783,452,77,-375,41,611,626
2784,860,913,53,6,39,54
2785,283,985,702,47,688,703
2786,63,634,571,39,557,572
2787,840,924,84,7,70,85
2788,417,540,123,11,109,124
2789,142,971,829,55,815,830
2790,668,802,134,11,120,135
2791,429,642,213,16,199,214
2792,942,676,-266,49,720,735
2793,155,718,563,38,549,564
2794,306,626,320,21,306,321
2795,936,591,-345,45,641,656
2796,471,532,61,7,47,62
2797,725,867,142,12,128,143
2798,905,703,-202,53,784,799
2799,691,44,-647,24,339,354
2800,556,116,-440,36,546,561
2801,975,319,-656,23,330,345
2802,520,744,224,15,210,225
2803,302,493,191,16,177,192
2804,69,65,-4,64,982,997
2805,612,19,-593,29,393,408
2806,879,379,-500,33,486,501
2807,178,566,388,26,374,389
2808,592,643,51,6,37,52
2809,776,113,-663,23,323,338
2810,51,190,139,12,125,140
2811,218,453,235,18,221,236
2812,220,510,290,20,276,291
2813,827,257,-570,30,416,431
2814,631,664,33,4,19,34
2815,534,516,-18,64,968,983
2816,660,177,-483,35,503,518
2817,54,100,46,6,32,47
2818,301,287,-14,64,972,987
2819,158,410,252,18,238,253
2820,915,44,-871,10,115,130
2821,785,212,-573,30,413,428
2822,111,853,742,49,728,743
2823,127,381,254,19,240,255
2824,313,224,-89,61,897,912
2825,712,982,270,20,256,271
2826,392,796,404,27,390,405
2827,701,976,275,20,261,276
2828,935,558,-377,43,609,624
2829,636,849,213,16,199,214
2830,424,684,260,18,246,261
2831,146,117,-29,64,957,972
2832,897,304,-593,29,393,408
2833,33,985,952,61,938,953
2834,589,758,169,13,155,170
2835,798,897,99,9,85,100
2836,122,17,-105,60,881,896
2837,589,91,-498,34,488,503
2838,843,125,-718,20,268,283
2839,227,852,625,41,611,626
2840,28,152,124,10,110,125
2841,315,224,-91,60,895,910
2842,302,390,88,7,74,89
2843,315,763,448,29,434,449
2844,759,441,-318,45,668,683
2845,611,843,232,16,218,233
2846,351,591,240,16,226,241
2847,40,55,15,5,9,16
2848,81,580,499,34,485,500
2849,751,732,-19,64,967,982
2850,805,277,-528,31,458,473
2851,866,324,-542,31,444,459
2852,400,113,-287,47,699,714
2853,286,66,-220,51,766,781
2854,945,644,-301,47,685,700
2855,73,752,679,46,665,680
2856,340,999,659,44,645,660
2857,755,806,51,6,37,52
2858,53,685,632,41,618,633
2859,768,119,-649,26,337,352
2860,94,628,534,36,520,535
2861,553,943,390,27,376,391
2862,548,663,115,10,101,116
2863,618,758,140,11,126,141
2864,831,972,141,12,127,142
2865,647,463,-184,52,802,817
2866,108,700,592,38,578,593
2867,140,258,118,10,104,119
2868,662,309,-353,44,633,648
2869,323,959,636,42,622,637
2870,248,972,724,47,710,725
2871,14,893,879,59,865,880
2872,0,377,377,26,363,378
2873,99,776,677,45,663,678
2874,468,882,414,29,400,415
2875,224,650,426,29,412,427
2876,789,386,-403,40,583,598
2877,525,615,90,8,76,91
2878,249,906,657,43,643,658
2879,977,823,-154,56,832,847
2880,742,348,-394,41,592,607
2881,645,12,-633,27,353,368
2882,753,996,243,18,229,244
2883,433,45,-388,40,598,613
2884,906,61,-845,13,141,156
2885,366,578,212,15,198,213
2886,350,111,-239,50,747,762
2887,736,18,-718,20,268,283
2888,271,415,144,10,130,145
2889,84,546,462,32,448,463
2890,898,935,37,5,23,38
2891,571,464,-107,59,879,894
2892,858,685,-173,55,813,828
2893,94,24,-70,60,916,931
2894,949,282,-667,24,319,334
2895,992,322,-670,23,316,331
2896,330,764,434,29,420,435
2897,493,949,456,30,442,457
2898,1,429,428,29,414,429
2899,286,188,-98,59,888,903
2900,202,66,-136,55,850,865
2901,13,862,849,55,835,850
2902,411,994,583,40,569,584
2903,205,420,215,17,201,216
2904,634,963,329,23,315,330
2905,527,920,393,27,379,394
2906,34,121,87,9,73,88
2907,498,101,-397,41,589,604
2908,680,330,-350,43,636,651
2909,500,84,-416,38,570,585
2910,981,61,-920,6,66,81
2911,90,785,695,47,681,696
2912,163,721,558,38,544,559
2913,276,637,361,25,347,362
2914,207,488,281,20,267,282
2915,355,569,214,16,200,215
2916,660,369,-291,47,695,710
2917,306,106,-200,51,786,801
2918,487,19,-468,35,518,533
2919,650,387,-263,48,723,738
2920,155,744,589,40,575,590
2921,861,334,-527,32,459,474
2922,331,815,484,32,470,485
2923,316,732,416,27,402,417
2924,977,995,18,3,4,19
2925,570,137,-433,39,553,568
2926,293,661,368,24,354,369
2927,296,636,340,23,326,341
2928,834,238,-596,27,390,405
2929,669,15,-654,24,332,347
2930,497,303,-194,53,792,807
2931,17,924,907,60,893,908
2932,492,867,375,27,361,376
2933,782,930,148,11,134,149
2934,925,789,-136,55,850,865
2935,476,911,435,30,421,436
2936,706,204,-502,33,484,499
2937,9,560,551,38,537,552
2938,851,331,-520,31,466,481
2939,492,268,-224,50,762,777
2940,430,789,359,26,345,360
2941,302,503,201,15,187,202
2942,43,538,495,35,481,496
2943,461,386,-75,61,911,926
2944,74,243,169,13,155,170
2945,978,378,-600,26,386,401
2946,74,36,-38,62,948,963
2947,338,463,125,11,111,126
2948,599,259,-340,43,646,661
2949,764,449,-315,46,671,686
2950,934,862,-72,59,914,929
2951,280,569,289,20,275,290
2952,412,257,-155,56,831,846
2953,342,331,-11,65,975,990
2954,567,141,-426,39,560,575
2955,615,68,-547,31,439,454
2956,297,822,525,36,511,526
2957,119,201,82,7,68,83
2958,553,702,149,12,135,150
2959,523,632,109,10,95,110
2960,666,622,-44,62,942,957
2961,747,958,211,16,197,212
2962,280,183,-97,60,889,904
2963,245,29,-216,50,770,785
2964,850,6,-844,12,142,157
2965,159,335,176,12,162,177
2966,488,931,443,31,429,444
2967,931,331,-600,26,386,401
2968,485,133,-352,42,634,649
2969,443,948,505,34,491,506
2970,566,699,133,11,119,134
2971,975,928,-47,62,939,954
2972,25,458,433,29,419,434
2973,255,763,508,34,494,509
2974,735,455,-280,46,706,721
2975,358,718,360,24,346,361
2976,542,689,147,12,133,148
2977,438,652,214,16,200,215
2978,755,100,-655,24,331,346
2979,349,173,-176,53,810,825
2980,784,141,-643,25,343,358
2981,751,333,-418,39,568,583
2982,600,830,230,17,216,231
2983,817,37,-780,16,206,221
2984,8,748,740,48,726,741
2985,805,869,64,5,50,65
2986,110,112,2,2,2,3
2987,440,282,-158,55,828,843
2988,655,614,-41,64,945,960
2989,911,713,-198,52,788,803
2990,132,291,159,14,145,160
2991,663,744,81,7,67,82
2992,532,71,-461,37,525,540
2993,612,275,-337,45,649,664
2994,703,704,1,2,2,2
2995,845,910,65,6,51,66
2996,120,10,-110,58,876,891
2997,964,340,-624,25,362,377
2998,961,78,-883,10,103,118
2999,950,40,-910,8,76,91
3000,545,69,-476,35,510,525
3001,442,202,-240,49,746,761
3002,325,952,627,42,613,628
3003,182,100,-82,60,904,919
3004,589,965,376,25,362,377
3005,126,652,526,36,512,527
3006,264,672,408,27,394,409
3007,635,908,273,19,259,274
3008,226,879,653,44,639,654
3009,337,801,464,30,450,465
3010,145,627,482,32,468,483
3011,675,191,-484,34,502,517
3012,589,457,-132,56,854,869
3013,573,587,14,4,8,15
3014,280,808,528,34,514,529
3015,225,47,-178,54,808,823
